STATION,STATION LONG NAME,UNIT NAME,SEASONAL MAX MW (HSL),AVAILABLE MW AFTER OUTAGE/DERATE,MW REDUCTION FROM OUTAGE/DERATE,FUEL TYPE,START,END,RESOURCE ENTITY,COUNTY
BAFFIN,BAFFIN WIND PROJECT,UNIT2,102,84,18,WIND,2/17/21 6:30 PM,2/18/21 7:25 PM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
TRINITY,TRINITY HILLS WIND FARM,TH1_BUS1,103,0,103,WIND,2/17/21 6:33 PM,2/18/21 4:32 PM,TRINITY HILLS WIND FARM LLC (RE),ARCHER
TRINITY,TRINITY HILLS WIND FARM,TH1_BUS2,95,0,95,WIND,2/17/21 6:33 PM,2/18/21 4:32 PM,TRINITY HILLS WIND FARM LLC (RE),ARCHER
INDNENR,INDIAN MESA ENRON,INDNENR,66,6,60,WIND,2/17/21 6:40 PM,2/19/21 5:43 PM,DESERT SKY WIND FARM LLC (RE),PECOS
INDNENR,INDIAN MESA ENRON,INDNENR_2,66,6,60,WIND,2/17/21 6:40 PM,2/19/21 5:43 PM,DESERT SKY WIND FARM LLC (RE),PECOS
INDNENR,INDIAN MESA ENRON,UNIT_1B,24,6,18,WIND,2/17/21 6:40 PM,2/19/21 5:43 PM,DESERT SKY WIND FARM LLC (RE),PECOS
INDNENR,INDIAN MESA ENRON,UNIT_2B,15,6,9,WIND,2/17/21 6:40 PM,2/19/21 5:43 PM,DESERT SKY WIND FARM LLC (RE),PECOS
,,,,,,,2/17/21 7:00 PM,2/18/21 1:01 PM,,
,,,,,,,2/17/21 7:00 PM,2/18/21 1:04 PM,,
HLSES,HANDLEY SES,UNIT3,395,370,25,NG,2/17/21 7:01 PM,2/18/21 2:15 AM,EXGEN HANDLEY POWER LLC (RE),TARRANT
PAP1,PAPALOTE CREEK,PAP1,180,90,90,WIND,2/17/21 7:20 PM,2/17/21 7:36 PM,"PAPALOTE CREEK I LLC CPS (RE)
PAPALOTE CREEK I LLC (RE)",SAN PATRICIO
OLINGR,OLINGER,OLING_3,146,134,12,NG,2/17/21 7:25 PM,2/17/21 8:36 PM,CITY OF GARLAND (RE),COLLIN
COTTON,PAPALOTE CREEK II,PAP2,200,20,180,WIND,2/17/21 7:29 PM,2/18/21 9:59 AM,PAPALOTE CREEK II LLC (RE),SAN PATRICIO
PROSPERO,PROSPERO SOLAR,UNIT1,154,0,154,SOLAR,2/17/21 7:30 PM,2/18/21 5:00 AM,PROSPERO ENERGY PROJECT LLC (RE),ANDREWS
AMOCOOIL,AMOCO OIL COGEN,AMOCO_S1,75,0,75,NG,2/17/21 7:32 PM,2/18/21 9:00 AM,SOUTH HOUSTON GREEN POWER LLC (RE),GALVESTON
PAP1,PAPALOTE CREEK,PAP1,180,110,70,WIND,2/17/21 7:37 PM,2/19/21 5:00 PM,"PAPALOTE CREEK I LLC CPS (RE)
PAPALOTE CREEK I LLC (RE)",SAN PATRICIO
RAMBLER,RAMBLER SOLAR,UNIT1,200,189,11,SOLAR,2/17/21 8:02 PM,2/19/21 4:08 PM,RE RAMBLER LLC (RE),TOM GREEN
,,,,,,,2/17/21 8:07 PM,2/26/21 11:59 PM,,
OLINGR,OLINGER,OLING_3,146,130,16,NG,2/17/21 8:36 PM,2/17/21 8:50 PM,CITY OF GARLAND (RE),COLLIN
GRANDVW1,GRANDVIEW WIND FARM,COLA,100,90,10,WIND,2/17/21 9:02 PM,2/18/21 9:30 AM,COLBECKS CORNER LLC (RE),CARSON
GRANDVW1,GRANDVIEW WIND FARM,COLB,100,90,10,WIND,2/17/21 9:02 PM,2/18/21 9:30 AM,COLBECKS CORNER LLC (RE),CARSON
GRANDVW1,GRANDVIEW WIND FARM,GV1A,107,90,17,WIND,2/17/21 9:10 PM,2/18/21 10:00 AM,GRANDVIEW WIND FARM LLC (RE),CARSON
GRANDVW1,GRANDVIEW WIND FARM,GV1B,104,90,14,WIND,2/17/21 9:10 PM,2/18/21 10:00 AM,GRANDVIEW WIND FARM LLC (RE),CARSON
,,,,,,,2/17/21 9:20 PM,2/18/21 2:30 PM,,
MIL,MILLER,MILLERG5,115,100,15,NG,2/17/21 9:37 PM,2/18/21 2:08 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
BASTEN,BASTROP ENERGY CENTER,GTG1100,167,133,34,NG,2/17/21 9:45 PM,2/19/21 10:00 PM,BASTROP ENERGY PARTNERS LP (RE),BASTROP
BASTEN,BASTROP ENERGY CENTER,GTG2100,167,132,35,NG,2/17/21 9:45 PM,2/19/21 10:00 PM,BASTROP ENERGY PARTNERS LP (RE),BASTROP
BASTEN,BASTROP ENERGY CENTER,ST0100,234,0,234,NG,2/17/21 9:45 PM,2/19/21 10:00 PM,BASTROP ENERGY PARTNERS LP (RE),BASTROP
SWEETWN5,SWEETWATER WIND 5,WND5,85,0,85,WIND,2/17/21 9:58 PM,2/19/21 10:15 PM,SWEETWATER WIND 5 LLC (RE),NOLAN
WAP,WA PARISH,WAP_G5,664,584,80,COAL,2/17/21 10:15 PM,2/18/21 4:16 AM,NRG TEXAS POWER LLC (RE),FORT BEND
MESQCRK,MESQUITE CREEK WIND,WND1,106,15,91,WIND,2/17/21 10:33 PM,2/18/21 7:23 PM,MESQUITE CREEK WIND LLC (RE),DAWSON
MESQCRK,MESQUITE CREEK WIND,WND2,106,15,91,WIND,2/17/21 10:33 PM,2/18/21 7:23 PM,MESQUITE CREEK WIND LLC (RE),DAWSON
STEAM,STEAM,ENGINE_3,8,0,8,NG,2/17/21 11:00 PM,2/21/21 11:59 PM,GEUS (RE),HUNT
STEAM,STEAM,ENGINE_1,8,0,8,NG,2/17/21 11:01 PM,2/21/21 11:59 PM,GEUS (RE),HUNT
STEAM,STEAM,ENGINE_2,8,0,8,NG,2/17/21 11:01 PM,2/21/21 11:59 PM,GEUS (RE),HUNT
STEAM1A,STEAM#1A,STEAM_1,18,0,18,NG,2/17/21 11:01 PM,2/21/21 11:59 PM,GEUS (RE),HUNT
TYLRWIND,TYLER BLUFF WIND,UNIT1,126,70,56,WIND,2/17/21 11:16 PM,2/18/21 6:20 AM,TYLER BLUFF WIND PROJECT LLC (RE),COOKE
BTE,BAYTOWN ENERGY CENTER,BTE_G4,152,0,152,NG,2/17/21 11:45 PM,2/19/21 5:35 AM,CALPINE CORP (RE),CHAMBERS
B_DAVIS,BARNEY DAVIS,B_DAVIG2,325,163,162,NG,2/17/21 11:49 PM,2/18/21 6:21 AM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG4,165,0,165,NG,2/17/21 11:49 PM,2/18/21 8:24 PM,BARNEY DAVIS LLC (RE),NUECES
MIL,MILLER,MILLERG3,208,0,208,NG,2/17/21 11:59 PM,2/18/21 12:00 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
MIL,MILLER,MILLERG3,208,0,208,NG,2/18/21 12:00 AM,2/19/21 7:49 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
,,,,,,,2/18/21 12:00 AM,2/26/21 11:59 PM,,
CAPRIDGE,CAPRICORN RIDGE,CR1,232,0,232,WIND,2/18/21 12:13 AM,2/18/21 6:59 AM,CAP RIDGE WIND I LLC (RE),COKE
CAPRIDGE,CAPRICORN RIDGE,CR2,150,0,150,WIND,2/18/21 12:13 AM,2/18/21 5:43 AM,CAP RIDGE WIND II LLC (RE),COKE
CAPRIDGE,CAPRICORN RIDGE,CR3,201,0,201,WIND,2/18/21 12:13 AM,2/18/21 12:51 PM,CAP RIDGE WIND III LLC (RE),COKE
RTS2,RTS2 WIND PROJECT,U1,90,10,80,WIND,2/18/21 12:25 AM,2/18/21 1:30 AM,HEART OF TEXAS WIND LLC (RE),MCCULLOCH
RTS2,RTS2 WIND PROJECT,U2,90,15,75,WIND,2/18/21 12:25 AM,2/18/21 1:30 AM,HEART OF TEXAS WIND LLC (RE),MCCULLOCH
HHGT,HORSE HOLLOW GENERATION TIE,CALLAHAN,114,0,114,WIND,2/18/21 1:13 AM,2/18/21 2:39 PM,HORSE HOLLOW GENERATION TIE LLC 5 (RE),TAYLOR
HHGT,HORSE HOLLOW GENERATION TIE,HHOLLOW3,224,0,224,WIND,2/18/21 1:13 AM,2/18/21 1:35 PM,HORSE HOLLOW GENERATION TIE LLC 3 (RE),TAYLOR
HORSECRK,HORSE CREEK WIND,UNIT1,131,20,111,WIND,2/18/21 1:30 AM,2/18/21 1:31 AM,HORSE CREEK WIND LLC (RE),HASKELL
HORSECRK,HORSE CREEK WIND,UNIT2,99,30,69,WIND,2/18/21 1:30 AM,2/18/21 1:31 AM,HORSE CREEK WIND LLC (RE),HASKELL
RTS2,RTS2 WIND PROJECT,U1,90,15,75,WIND,2/18/21 1:30 AM,2/18/21 7:30 AM,HEART OF TEXAS WIND LLC (RE),MCCULLOCH
RTS2,RTS2 WIND PROJECT,U2,90,10,80,WIND,2/18/21 1:30 AM,2/18/21 7:30 AM,HEART OF TEXAS WIND LLC (RE),MCCULLOCH
HORSECRK,HORSE CREEK WIND,UNIT1,131,30,101,WIND,2/18/21 1:31 AM,2/18/21 1:54 PM,HORSE CREEK WIND LLC (RE),HASKELL
HORSECRK,HORSE CREEK WIND,UNIT2,99,20,79,WIND,2/18/21 1:31 AM,2/18/21 1:54 PM,HORSE CREEK WIND LLC (RE),HASKELL
WHCCS2,WOLF HOLLOW II,CT4,353,99,254,NG,2/18/21 1:31 AM,2/18/21 12:44 PM,WOLF HOLLOW II POWER LLC (RE),HOOD
WHCCS2,WOLF HOLLOW II,CT5,355,100,255,NG,2/18/21 1:31 AM,2/18/21 12:44 PM,WOLF HOLLOW II POWER LLC (RE),HOOD
WHCCS2,WOLF HOLLOW II,STG6,485,117,368,NG,2/18/21 1:31 AM,2/18/21 8:00 AM,WOLF HOLLOW II POWER LLC (RE),HOOD
CAMWIND,CAMERON WINDFARM,UNIT1,165,130,35,WIND,2/18/21 1:59 AM,2/19/21 7:31 AM,CAMERON WIND I LLC (RE),CAMERON
MIL,MILLER,MILLERG5,115,95,20,NG,2/18/21 2:08 AM,2/18/21 2:11 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
MIL,MILLER,MILLERG5,115,95,20,NG,2/18/21 2:11 AM,2/18/21 3:13 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
HLSES,HANDLEY SES,UNIT3,395,332,63,NG,2/18/21 2:15 AM,2/18/21 3:57 PM,EXGEN HANDLEY POWER LLC (RE),TARRANT
HLSES,HANDLEY SES,UNIT4,435,121,314,NG,2/18/21 2:15 AM,2/18/21 12:50 PM,EXGEN HANDLEY POWER LLC (RE),TARRANT
CCEC,Corpus Christi Energy Center,ST1,139,77,62,NG,2/18/21 2:28 AM,2/18/21 11:16 AM,CALPINE CORP (RE),NUECES
BTE,BAYTOWN ENERGY CENTER,BTE_G1,195,0,195,NG,2/18/21 2:44 AM,2/19/21 8:39 AM,CALPINE CORP (RE),CHAMBERS
SALTFORK,SALT FORK,UNIT1,64,60,4,WIND,2/18/21 2:45 AM,2/19/21 11:50 PM,SALT FORK WIND LLC (RE),DONLEY
SALTFORK,SALT FORK,UNIT2,110,96,14,WIND,2/18/21 2:45 AM,2/19/21 11:50 PM,SALT FORK WIND LLC (RE),DONLEY
BTE,BAYTOWN ENERGY CENTER,BTE_G3,153,0,153,NG,2/18/21 2:49 AM,3/22/21 7:00 AM,CALPINE CORP (RE),CHAMBERS
MIL,MILLER,MILLERG5,115,0,115,NG,2/18/21 3:13 AM,2/18/21 10:40 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
MIL,MILLER,MILLERG2,120,45,75,NG,2/18/21 3:57 AM,2/18/21 11:59 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
KARAKAW2,KARANKAWA2 WIND FARM,UNIT3,100,60,40,WIND,2/18/21 4:10 AM,2/18/21 10:53 AM,KARANKAWA WIND LLC (RE),SAN PATRICIO
KARAKAW1,KARANKAWA1 WIND FARM,UNIT1,103,65,38,WIND,2/18/21 4:15 AM,2/18/21 12:26 PM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
KARAKAW1,KARANKAWA1 WIND FARM,UNIT2,103,60,43,WIND,2/18/21 4:15 AM,2/18/21 12:26 PM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
WAP,WA PARISH,WAP_G5,664,518,146,COAL,2/18/21 4:16 AM,2/18/21 5:54 AM,NRG TEXAS POWER LLC (RE),FORT BEND
CAPRIDGE,CAPRICORN RIDGE,CR2,150,5,145,WIND,2/18/21 5:44 AM,2/20/21 12:10 AM,CAP RIDGE WIND II LLC (RE),COKE
WAP,WA PARISH,WAP_G5,664,584,80,COAL,2/18/21 5:54 AM,2/19/21 11:24 PM,NRG TEXAS POWER LLC (RE),FORT BEND
B_DAVIS,BARNEY DAVIS,B_DAVIG2,325,140,185,NG,2/18/21 6:21 AM,2/18/21 6:25 AM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG3,165,165,0,NG,2/18/21 6:21 AM,2/18/21 6:25 AM,BARNEY DAVIS LLC (RE),NUECES
TYLRWIND,TYLER BLUFF WIND,UNIT1,126,20,106,WIND,2/18/21 6:21 AM,2/18/21 4:36 PM,TYLER BLUFF WIND PROJECT LLC (RE),COOKE
B_DAVIS,BARNEY DAVIS,B_DAVIG2,325,85,240,NG,2/18/21 6:25 AM,2/18/21 2:00 PM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG3,165,165,0,NG,2/18/21 6:25 AM,2/18/21 2:00 PM,BARNEY DAVIS LLC (RE),NUECES
CAPRIDGE,CAPRICORN RIDGE,CR1,232,0,232,WIND,2/18/21 6:59 AM,2/18/21 7:00 AM,CAP RIDGE WIND I LLC (RE),COKE
CAPRIDGE,CAPRICORN RIDGE,CR1,232,0,232,WIND,2/18/21 7:00 AM,2/18/21 12:51 PM,CAP RIDGE WIND I LLC (RE),COKE
HAYSEN,HAYS ENERGY,HAYSENG1,239,0,239,NG,2/18/21 7:30 AM,2/18/21 2:45 PM,HAYS ENERGY LLC (RE),HAYS
,,,,,,,2/18/21 7:30 AM,2/18/21 4:38 PM,,
RTS2,RTS2 WIND PROJECT,U1,90,30,60,WIND,2/18/21 7:31 AM,2/18/21 3:15 PM,HEART OF TEXAS WIND LLC (RE),MCCULLOCH
RTS2,RTS2 WIND PROJECT,U2,90,30,60,WIND,2/18/21 7:31 AM,2/18/21 3:15 PM,HEART OF TEXAS WIND LLC (RE),MCCULLOCH
PHILLWND,PRAIRIE HILL WIND PROJECT,UNIT1,153,38,115,WIND,2/18/21 7:50 AM,2/22/21 11:59 PM,PRAIRIE HILL WIND PROJECT LLC (RE),LIMESTONE
PHILLWND,PRAIRIE HILL WIND PROJECT,UNIT2,147,37,110,WIND,2/18/21 7:50 AM,2/22/21 11:59 PM,PRAIRIE HILL WIND PROJECT LLC (RE),LIMESTONE
SWOOSE1,SWOOSE1 BESS,SWOOSEU1,10,0,10,ESR,2/18/21 8:00 AM,2/21/21 6:00 PM,SWOOSE LLC (RE),WARD
WHCCS2,WOLF HOLLOW II,STG6,485,0,485,NG,2/18/21 8:00 AM,2/18/21 11:53 AM,WOLF HOLLOW II POWER LLC (RE),HOOD
WAP,WA PARISH,WAP_G7,577,277,300,COAL,2/18/21 8:09 AM,2/18/21 10:16 AM,NRG TEXAS POWER LLC (RE),FORT BEND
CN_BRKS,CANADIAN BREAKS,UNIT_1,210,0,210,WIND,2/18/21 8:10 AM,2/18/21 10:00 AM,CANADIAN BREAKS LLC (RE),OLDHAM
MIDWIND,MIDWIND SUBSTATION,UNIT1,163,100,63,WIND,2/18/21 8:16 AM,2/18/21 12:30 PM,MIDWAY WIND LLC (RE),SAN PATRICIO
SRWE1,STEPHENS RANCH WIND ENERGY PROJECT PHASE 1,UNIT1,211,50,161,WIND,2/18/21 8:28 AM,2/19/21 12:15 PM,STEPHENS RANCH WIND ENERGY LLC (RE),BORDEN
SRWE1,STEPHENS RANCH WIND ENERGY PROJECT PHASE 1,SRWE2,165,50,115,WIND,2/18/21 8:29 AM,2/19/21 1:01 PM,STEPHENS RANCH WIND ENERGY II LLC (RE),BORDEN
DECKER,DECKER POWER PLANT,DPGT_3,54,0,54,NG,2/18/21 8:47 AM,2/18/21 9:38 PM,CITY OF AUSTIN DBA AUSTIN ENERGY (RE),TRAVIS
AEEC,ANTELOPE ELK ENERGY CENTER,ANTLP_1,56,46,10,NG,2/18/21 8:54 AM,2/22/21 9:00 AM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
AEEC,ANTELOPE ELK ENERGY CENTER,ANTLP_2,56,46,10,NG,2/18/21 8:54 AM,2/22/21 9:00 AM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
AEEC,ANTELOPE ELK ENERGY CENTER,ANTLP_3,56,46,10,NG,2/18/21 8:54 AM,2/22/21 9:00 AM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
SCSES,STRYKER CREEK SES,UNIT2,502,470,32,NG,2/18/21 9:00 AM,3/28/21 11:59 PM,LUMINANT GENERATION COMPANY LLC (RE),CHEROKEE
PANDA_T2,PANDA TEMPLE POWER II,TMPL2CT2,218,170,48,NG,2/18/21 9:01 AM,2/18/21 10:19 AM,PANDA TEMPLE POWER II LLC (RE),BELL
PANDA_T2,PANDA TEMPLE POWER II,TMPL2ST1,334,100,234,NG,2/18/21 9:01 AM,2/18/21 10:19 AM,PANDA TEMPLE POWER II LLC (RE),BELL
MCDLD,FOREST CREEK AND SAND BLUFF WIND FARMS,SBW1,90,74,16,WIND,2/18/21 9:50 AM,2/18/21 9:51 AM,SAND BLUFF WIND FARM LLC (RE),GLASSCOCK
MCDLD,FOREST CREEK AND SAND BLUFF WIND FARMS,FCW1,124,40,84,WIND,2/18/21 9:51 AM,2/18/21 1:00 PM,FOREST CREEK WIND FARM LLC (RE),GLASSCOCK
MCDLD,FOREST CREEK AND SAND BLUFF WIND FARMS,SBW1,90,14,76,WIND,2/18/21 9:51 AM,2/18/21 1:00 PM,SAND BLUFF WIND FARM LLC (RE),GLASSCOCK
GBY,GREENS BAYOU,GBYGT84,65,0,65,NG,2/18/21 9:55 AM,2/20/21 11:59 PM,NRG TEXAS POWER LLC (RE),HARRIS
CN_BRKS,CANADIAN BREAKS,UNIT_1,210,100,110,WIND,2/18/21 10:00 AM,2/19/21 3:25 AM,CANADIAN BREAKS LLC (RE),OLDHAM
COTTON,PAPALOTE CREEK II,PAP2,200,23,177,WIND,2/18/21 10:00 AM,2/18/21 7:38 PM,PAPALOTE CREEK II LLC (RE),SAN PATRICIO
INDL,INADALE,INADALE1,95,5,90,WIND,2/18/21 10:00 AM,2/19/21 3:09 PM,INADALE WIND FARM LLC (RE),NOLAN
INDL,INADALE,INADALE2,102,5,97,WIND,2/18/21 10:00 AM,2/19/21 3:09 PM,INADALE WIND FARM LLC (RE),NOLAN
JACKCNTY,JACK COUNTY,CT1,160,0,160,NG,2/18/21 10:00 AM,2/18/21 11:37 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
JACKCNTY,JACK COUNTY,CT2,160,120,40,NG,2/18/21 10:00 AM,2/18/21 11:37 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
JACKCNTY,JACK COUNTY,STG,293,60,233,NG,2/18/21 10:00 AM,2/18/21 11:37 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
TKWSW1,ROSCOE WIND FARM,ROSCOE,114,6,108,WIND,2/18/21 10:00 AM,2/19/21 1:15 PM,ROSCOE WIND FARM LLC (RE),MITCHELL
TKWSW1,ROSCOE WIND FARM,ROSCOE2A,95,5,90,WIND,2/18/21 10:00 AM,2/19/21 1:15 PM,ROSCOE WIND FARM LLC (RE),MITCHELL
PANDA_S,PANDA SHERMAN POWER,SHER1CT1,223,223,0,NG,2/18/21 10:10 AM,2/19/21 7:30 PM,PANDA SHERMAN POWER LLC (RE),GRAYSON
PANDA_S,PANDA SHERMAN POWER,SHER1CT2,220,220,0,NG,2/18/21 10:10 AM,2/23/21 12:00 PM,PANDA SHERMAN POWER LLC (RE),GRAYSON
PANDA_S,PANDA SHERMAN POWER,SHER1ST1,312,312,0,NG,2/18/21 10:10 AM,2/23/21 12:00 PM,PANDA SHERMAN POWER LLC (RE),GRAYSON
WAP,WA PARISH,WAP_G7,577,555,22,COAL,2/18/21 10:16 AM,2/18/21 11:07 AM,NRG TEXAS POWER LLC (RE),FORT BEND
PANDA_T2,PANDA TEMPLE POWER II,TMPL2CT2,218,170,48,NG,2/18/21 10:19 AM,2/18/21 12:16 PM,PANDA TEMPLE POWER II LLC (RE),BELL
PANDA_T2,PANDA TEMPLE POWER II,TMPL2ST1,334,100,234,NG,2/18/21 10:19 AM,2/18/21 12:16 PM,PANDA TEMPLE POWER II LLC (RE),BELL
CALAVERS,CALAVERAS,JKS1,560,245,315,COAL,2/18/21 10:25 AM,2/18/21 7:20 PM,CPS ENERGY (RE),BEXAR
BUCKTHRN,BUCKTHORN WIND,UNIT2,56,27,29,WIND,2/18/21 10:30 AM,2/18/21 4:47 PM,BUCKTHORN WIND PROJECT LLC (RE),ERATH
,,,,,,,2/18/21 10:38 AM,2/24/21 4:00 PM,,
MIL,MILLER,MILLERG5,115,95,20,NG,2/18/21 10:40 AM,2/18/21 8:58 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
KARAKAW2,KARANKAWA2 WIND FARM,UNIT3,100,91,9,WIND,2/18/21 10:54 AM,2/18/21 11:08 AM,KARANKAWA WIND LLC (RE),SAN PATRICIO
WAP,WA PARISH,WAP_G7,577,519,58,COAL,2/18/21 11:07 AM,2/18/21 12:45 PM,NRG TEXAS POWER LLC (RE),FORT BEND
KARAKAW2,KARANKAWA2 WIND FARM,UNIT3,100,97,3,WIND,2/18/21 11:09 AM,2/18/21 1:11 PM,KARANKAWA WIND LLC (RE),SAN PATRICIO
LONEWOLF,LORAINE WINDPARK PROJECT LLC,G1,48,0,48,WIND,2/18/21 11:11 AM,2/19/21 11:16 AM,LORAINE WINDPARK PROJECT LLC (RE),MITCHELL
LONEWOLF,LORAINE WINDPARK PROJECT LLC,G2,51,0,51,WIND,2/18/21 11:11 AM,2/19/21 11:16 AM,LORAINE WINDPARK PROJECT LLC (RE),MITCHELL
LONEWOLF,LORAINE WINDPARK PROJECT LLC,G3,26,0,26,WIND,2/18/21 11:11 AM,2/19/21 11:16 AM,LORAINE WINDPARK PROJECT LLC (RE),MITCHELL
LONEWOLF,LORAINE WINDPARK PROJECT LLC,G4,24,0,24,WIND,2/18/21 11:11 AM,2/19/21 11:16 AM,LORAINE WINDPARK PROJECT LLC (RE),MITCHELL
BAFFIN,BAFFIN WIND PROJECT,UNIT1,100,80,20,WIND,2/18/21 11:35 AM,2/18/21 7:22 PM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
JACKCNTY,JACK COUNTY,CT1,160,0,160,NG,2/18/21 11:37 AM,2/18/21 10:05 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
JACKCNTY,JACK COUNTY,CT2,160,120,40,NG,2/18/21 11:37 AM,2/18/21 10:05 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
JACKCNTY,JACK COUNTY,STG,293,60,233,NG,2/18/21 11:37 AM,2/18/21 10:05 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
KMCHI,KIAMICHI ENERGY FACILITY,2CT101,170,0,170,NG,2/18/21 11:38 AM,2/18/21 3:09 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2ST,310,155,155,NG,2/18/21 11:38 AM,2/18/21 3:09 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
SHAFFER,SHAFFER,UNIT1,226,215,11,WIND,2/18/21 11:42 AM,2/22/21 11:42 AM,PATRIOT WIND FARM LLC (RE),NUECES
WHCCS2,WOLF HOLLOW II,STG6,485,271,214,NG,2/18/21 11:54 AM,2/18/21 4:43 PM,WOLF HOLLOW II POWER LLC (RE),HOOD
LEG,LIMESTONE PLANT,LEG_G2,836,642,194,COAL,2/18/21 11:58 AM,2/18/21 11:59 AM,NRG TEXAS POWER LLC (RE),LIMESTONE
LEG,LIMESTONE PLANT,LEG_G2,836,546,290,COAL,2/18/21 11:59 AM,2/20/21 11:59 PM,NRG TEXAS POWER LLC (RE),LIMESTONE
CASL_GAP,CASTLE GAP,BATTERY1,10,8,2,ESR,2/18/21 12:01 PM,2/23/21 10:00 AM,UPTON COUNTY SOLAR 2 LLC (RE),UPTON
PENA,PENASCAL WIND POWER,UNIT1,161,91,70,WIND,2/18/21 12:03 PM,2/22/21 12:03 PM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
PANDA_T2,PANDA TEMPLE POWER II,TMPL2CT2,218,200,18,NG,2/18/21 12:16 PM,2/18/21 4:49 PM,PANDA TEMPLE POWER II LLC (RE),BELL
PANDA_T2,PANDA TEMPLE POWER II,TMPL2ST1,334,175,159,NG,2/18/21 12:16 PM,2/18/21 4:49 PM,PANDA TEMPLE POWER II LLC (RE),BELL
KARAKAW1,KARANKAWA1 WIND FARM,UNIT1,103,96,7,WIND,2/18/21 12:31 PM,2/18/21 2:39 PM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
MIDWIND,MIDWIND SUBSTATION,UNIT1,163,125,38,WIND,2/18/21 12:31 PM,2/19/21 12:00 AM,MIDWAY WIND LLC (RE),SAN PATRICIO
KARAKAW1,KARANKAWA1 WIND FARM,UNIT2,103,90,13,WIND,2/18/21 12:32 PM,2/18/21 2:40 PM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
SHANNONW,SHANNON WIND PROJECT,UNIT_1,204,90,114,WIND,2/18/21 12:45 PM,2/18/21 3:09 PM,SHANNON WIND LLC (RE),CLAY
WAP,WA PARISH,WAP_G7,577,555,22,COAL,2/18/21 12:45 PM,2/18/21 1:39 PM,NRG TEXAS POWER LLC (RE),FORT BEND
PENA,PENASCAL WIND POWER,UNIT2,142,82,60,WIND,2/18/21 12:48 PM,2/22/21 12:48 PM,"AVANGRID TEXAS RENEWABLES LLC (RE)
AVANGRID TEXAS RENEWABLES LLC B (RE)",KENEDY
HLSES,HANDLEY SES,UNIT4,435,160,275,NG,2/18/21 12:50 PM,2/22/21 11:00 PM,EXGEN HANDLEY POWER LLC (RE),TARRANT
CAPRIDGE,CAPRICORN RIDGE,CR1,232,10,222,WIND,2/18/21 12:51 PM,2/18/21 12:54 PM,CAP RIDGE WIND I LLC (RE),COKE
CAPRIDGE,CAPRICORN RIDGE,CR3,201,0,201,WIND,2/18/21 12:51 PM,2/18/21 12:55 PM,CAP RIDGE WIND III LLC (RE),COKE
PSA,POWER SYSTEMS ARCO COGEN,PSA_G5,78,0,78,NG,2/18/21 12:53 PM,2/20/21 5:18 AM,OPTIM ENERGY ALTURA COGEN LLC (RE),HARRIS
CAPRIDGE,CAPRICORN RIDGE,CR1,232,153,79,WIND,2/18/21 12:54 PM,2/18/21 12:55 PM,CAP RIDGE WIND I LLC (RE),COKE
CAPRIDGE,CAPRICORN RIDGE,CR1,232,5,227,WIND,2/18/21 12:55 PM,2/18/21 11:59 PM,CAP RIDGE WIND I LLC (RE),COKE
CAPRIDGE,CAPRICORN RIDGE,CR3,201,0,201,WIND,2/18/21 12:55 PM,2/18/21 6:06 PM,CAP RIDGE WIND III LLC (RE),COKE
